# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.6876779363392814,1.1822523603196338,3.4312696318662503,5.021358605378917,-4.290017909832148,-74.38226754394032,0.27373259061393834,3.6532003652073737,53.302942503109556,298.2471025072858
 0.6905020995832046,1.1919828738220364,3.4454500898062133,5.0211183685912015,-4.137079319713961,-73.70697251781202,0.27691236884359843,3.611250751189107,54.1535941476708,301.20484231625056
 0.6933028712898801,1.201672178346982,3.459512427182712,5.020879546512841,-3.9830227305092873,-73.03167749168372,0.2800778242372246,3.570436191167369,55.005050514288214,304.0077720679694
 0.6960807069137768,1.2113208763439596,3.4734589455090767,5.02064204461493,-3.827861538974436,-72.35638246555544,0.2832269768602629,3.530737117931302,55.8568657555035,306.6471010334257
 0.6988360525542312,1.220929570873952,3.487291898670009,5.020405773357282,-3.6716097958697413,-71.68108743942715,0.28635780960615176,3.492134547946749,56.70858160609004,309.11397760103625
 0.7015693452809286,1.2304988655947788,3.501013494587958,5.020170647630772,-3.514282211005805,-71.00579241329885,0.28946826999398645,3.4546100683877183,57.55972762347788,311.39951058819054
 0.7042810134444211,1.2400293647457539,3.514625896813424,5.019936586906771,-3.355894157766955,-70.33049738717055,0.29255627169072357,3.4181458295898435,58.40982144174184,313.4947814444582
 0.7069714769724874,1.2495216731316525,3.528131226042243,5.019703515001791,-3.1964616770556473,-69.65520236104226,0.29561969652851555,3.3827245333889304,59.25836906843078,315.39086772114615
 0.7096411476530907,1.2589763961059912,3.541531561564011,5.01947135994306,-3.036001480633977,-68.97990733491396,0.2986563961933498,3.3483294272144133,60.1048652133411,317.07886334468105
 0.7122904294046387,1.2683941395536134,3.5548289426442796,5.019240053459408,-2.874530953866896,-68.30461230878566,0.3016641941909989,3.314944296527447,60.948793639156044,318.5498957677241
 0.7149197185342091,1.2777755098725838,3.5680253698471436,5.019009531682877,-2.7120681578102874,-67.62931728265737,0.304640888370785,3.2825534528473352,61.78962755729889,319.7951524944041
 0.717535423160209,1.2871211139553924,3.572882041004925,1.8567353169415934,-2.548631830650353,-66.95402225652907,0.30758425273525003,3.2511417314355806,62.48271518710074,264.9716726088289
 0.7201473156074539,1.2964315591694684,3.5646357582207737,-3.1572061065721844,-2.3842413884520393,-66.27872723040078,0.3104920401417572,3.220694480745604,62.939208071801254,174.7747634792671
 0.7227590836174849,1.3057074533370079,3.5515766070776023,-5.000119112040425,-2.2189169252020884,-65.6034322042725,0.3133619847350499,3.1911975565431403,63.29982701947275,138.07464762815135
 0.725370898023555,1.3149494047141206,3.5385176510372656,-4.9999555902540855,-2.052679212151605,-64.9281371781442,0.31619180433054045,3.162637317931936,63.6483636295623,133.44616266741974
 0.7279829323120469,1.3241580219692934,3.525458029300857,-4.999789548685061,-1.885549696392694,-64.2528421520159,0.31897920358662857,3.1350006168299287,63.98442642780428,128.65941298037657
 0.7305953626658863,1.3333339141611904,3.5123968676950414,-4.999620979988935,-1.7175504986767531,-63.577547125887605,0.3217218763485752,3.108274797317583,64.307627366616,123.7165761516788
 0.7332083680091885,1.3424776907157814,3.4993332784522373,-4.999449877241682,-1.548704410484647,-62.90225209975931,0.32441750906354117,3.0824476856584755,64.61758244195723,118.62014600762531
 0.7358221300531986,1.3515899614028166,3.4862663599839365,-4.999276234133849,-1.3790348902750789,-62.22695707363101,0.32706378342046755,3.057507589320635,64.91391234270792,113.37294511173337
 0.7384368333435883,1.3606713363116576,3.473195196647894,-4.999100044768113,-1.2085660589464717,-61.55166204750272,0.3296583796146523,3.0334432911092097,65.19624309005228,107.97812064645036
 0.7410526653091726,1.3697224258264638,3.4601188585080336,-4.998921303777197,-1.0373226944725193,-60.87636702137442,0.33219897956484074,3.0102440450296855,65.46420669483096,102.43915064277746
 0.7436698163121206,1.3787438406007662,3.4470364010867125,-4.9987400064362815,-0.865330225708398,-60.201071995246124,0.33468327036431866,2.9878995711720293,65.7174418176045,96.75984400146793
 0.7462884796997284,1.3877361915314212,3.4339468651102907,-4.998556148287194,-0.692614725366474,-59.52577696911783,0.3371089474561403,2.966400054184576,65.95559443006508,90.94433961523076
 0.7489088518578336,1.3967000897319706,3.4208492762460225,-4.998369725367245,-0.5192029021252202,-58.850481942989546,0.33947371803846993,2.9457361405712055,66.1783184899392,84.9971097369499
 0.7515311322659524,1.40563614650542,3.4077426448303396,-4.998180734258622,-0.3451220919102218,-58.17518691686125,0.3417753050448356,2.9258989319571103,66.38527659972358,78.92295162013507
 0.7541555235542241,1.414544973316454,3.3946259655894466,-4.997989171626461,-0.1704002482827939,-57.499891890732954,0.3440114498731299,2.906879990095667,66.576140687652,72.72699341039092
 0.7567822315622534,1.4234271817631006,3.381498217348671,-4.997795034943546,0.004934068000710259,-56.82459686460466,0.3461799169411658,2.888671326852137,66.75059266105767,66.41468060873042
 0.7594114653999448,1.4322833835478723,3.368358362734384,-4.9975983215798765,0.18085170032767886,-56.14930183847636,0.3482784967576423,2.8712654077402697,66.90832508128639,59.991780863140235
 0.7620434375104292,1.4411141904483986,3.3552053478639317,-4.997399029441536,0.35732290840376857,-55.474006812348065,0.3503050097318113,2.854655149709638,67.04904180903533,53.46436886180863
 0.7646783637351883,1.4499202142875702,3.3420381020257826,-4.99719715657439,0.5343173813159261,-54.79871178621977,0.35225730997935417,2.8388339196101,67.17245866280157,46.838827063381146
 0.7673164633814858,1.458702066903224,3.3288555373481135,-4.99699270123101,0.7118042514273156,-54.12341676009147,0.3541332889473991,2.8237955346483514,67.27830404756786,40.12182970981258
 0.7699579592922253,1.467460360117386,3.3156565484555416,-4.996785661832375,0.8897521091404104,-53.44812173396319,0.3559308793184492,2.8095342610195564,67.36631958793336,33.320339436327664
 0.7726030779183539,1.4761957057050994,3.3024400121133985,-4.99657603692686,1.0681290185121166,-52.772826707834895,0.35764805855285897,2.7960448158065536,67.43626074448666,26.441595421245122
 0.7752520493939452,1.4849087153628675,3.289204786859112,-4.99636382507002,1.2469025336790995,-52.0975316817066,0.35928285258715403,2.783322367875662,67.48789740254873,19.493097052147558
