# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 1.7724447438826103,-1.754471182306095,-1.219287218008616,1.5016119080799062,21.618556153445954,-137.65902443341508,-0.3721029986076521,-2.68742795339418,24.62142188208675,372.78286754599526
 1.7759857715280385,-1.7587698841963804,-1.2139701580233093,1.5015584507428472,21.71050053322563,-137.63619991418886,-0.3933918799098223,-2.541994512518233,25.9654509894563,379.5590551530501
 1.7795197154951201,-1.7630412347976085,-1.2086639293139458,1.5015033511539904,21.807083726800343,-137.61337539496267,-0.4151559085115209,-2.408733633553114,27.330142886919944,386.16681819961786
 1.7830468564424724,-1.7672856837529787,-1.2033681156281253,1.5014465724132577,21.908365045406246,-137.59055087573648,-0.4373907426029764,-2.2862852424558726,28.71484868840629,392.58589950191674
 1.7865674815238184,-1.771503682316565,-1.198082291106612,1.5013880772253163,22.01440225097404,-137.56772635651026,-0.46009104883400276,-2.173482841133891,30.118857622651507,398.79535645086304
 1.7900818845746418,-1.7756956834323199,-1.192806020007477,1.5013278280357694,22.125251426618536,-137.54490183728407,-0.48325045397491767,-2.069320352985956,31.541395235963076,404.77361097733865
 1.7935903663046406,-1.7798621418137397,-1.1875388564218612,1.5012657870153947,22.240966843304726,-137.52207731805788,-0.5068615042163166,-1.9729255263647394,32.98162156490201,410.4984548229093
 1.7970932344961343,-1.784003514024098,-1.1822803439807104,1.5012019161670147,22.36160082346021,-137.49925279883166,-0.5309156183795823,-1.8835384859313784,34.43862959172348,415.94714593019734
 1.8005908042085637,-1.7881202585571156,-1.1770300155528033,1.5011361772858947,22.487203601008055,-137.47642827960547,-0.5554030480281662,-1.8004942600698277,35.91144362369339,421.0964049511171
 1.8040833979892417,-1.7922128359179503,-1.1717873929329958,1.5010685321640003,22.617823178502334,-137.45360376037928,-0.5803128341726543,-1.723208485343408,37.39901794961114,425.92251470738864
 1.8075713460905023,-1.7962817087043599,-1.1665519865215197,1.5009989424968582,22.753505181418355,-137.43077924115306,-0.605632768196996,-1.6511656114266378,38.900235604706005,430.4013739631852
